run,indices,signs,results
874,"[1590, 9326, 7160, 5295, 2142, 3322, 5922, 509, 8472, 594]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.993411948912769, 0.955897397577735, 0.9376941912354131, 0.8673330149583786, 0.8160662794427717, 0.8136152207535821, 0.8018447439555892, 0.7119950950430017, 0.6328681208590887, 0.565220010307612]"
875,"[937, 1484, 2931, 3710, 4488, 255, 3805, 3902, 1454, 3979]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9922283147937594, 0.9693101625388707, 0.9546193090303059, 0.9146450494587046, 0.8710021614079678, 0.8297392577515532, 0.768494485156378, 0.7510702528779108, 0.7210956029691324, 0.6548116669480704]"
876,"[3754, 6598, 361, 267, 1512, 4319, 1044, 9631, 1167, 1575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9963885519867934, 0.9896298250369056, 0.9497493162764192, 0.9130732003324347, 0.8907389077849905, 0.8716233673479676, 0.8346918091254205, 0.7728842950692811, 0.7472964700280121, 0.6853172989870862]"
877,"[770, 5046, 233, 9343, 3338, 8803, 9279, 9402, 5244, 1658]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9981924788962764, 0.9920184268798062, 0.9840157695137706, 0.9489045955442941, 0.932445045947522, 0.8981360604409753, 0.8560563215906971, 0.8355280802155918, 0.8109211834651568, 0.8138573220202963]"
878,"[2322, 3869, 4028, 7320, 2083, 8699, 463, 1474, 4637, 2103]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9975981461191992, 0.9839906683906516, 0.9601855028042221, 0.9208922693109749, 0.8632960359414681, 0.8303260893806386, 0.7959933864520621, 0.7839891054635364, 0.7251299035718342, 0.6866967582019469]"
879,"[6773, 8338, 4425, 9204, 3908, 2436, 4557, 4624, 5430, 8688]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987787986840035, 0.9920792217266255, 0.9842434324660573, 0.9800584562520692, 0.9670967526849569, 0.9217100370273335, 0.886497999104413, 0.8553314797981475, 0.8535793765015804, 0.8188702828048846]"
880,"[2225, 7250, 5947, 5847, 9035, 3507, 7373, 5881, 6390, 522]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9976052957041118, 0.9975880444840877, 0.9842398881786956, 0.9579509945016507, 0.9548331272669055, 0.9340691719530693, 0.8795096813094503, 0.8478759409193031, 0.8030301895551961, 0.7556215481055685]"
881,"[5445, 5880, 6745, 4876, 572, 3793, 3073, 4280, 9098, 7556]","[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993875986820919, 0.9762362615641633, 0.9459235962233967, 0.09032422237208798, 0.09889463370357804, 0.08377407979624174, 0.07614033485561916, 0.07898825870319992, 0.12430018958460803, 0.15465658487358314]"
882,"[4520, 3917, 9962, 612, 9382, 3133, 7224, 8705, 2622, 5479]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9856797442735202, 0.9792514493216584, 0.9619534933873692, 0.9454199553860858, 0.9183647846690828, 0.8715691215615182, 0.8222495180644049, 0.7590116744325801, 0.6857553000233227, 0.5918988053937405]"
883,"[4135, 430, 140, 589, 9079, 2559, 4853, 2460, 4496, 2282]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9874434070998854, 0.9844177292116887, 0.9500620199255085, 0.9118914017917292, 0.8785052539003213, 0.8170255842226668, 0.771480878700722, 0.7224834769590156, 0.6762886935187045, 0.6318680967258896]"
884,"[2479, 2411, 8990, 2746, 2580, 9402, 2679, 6182, 4316, 4402]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987817940742538, 0.9899728962971437, 0.9871816730227323, 0.946041519842967, 0.9273847203611552, 0.8923688091628892, 0.8759665694142149, 0.8454213646867788, 0.7631758378357769, 0.7247814033726797]"
885,"[3664, 9688, 8915, 1104, 5812, 1865, 2084, 8926, 3747, 3597]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281026796, 0.997001550194146, 0.9834954542983878, 0.9696573758141711, 0.9377025171919988, 0.9140775755003286, 0.8466023875290077, 0.8052733550195008, 0.7790606594962838, 0.7589591341680204]"
886,"[8563, 4839, 5390, 9898, 8959, 4993, 3973, 3838, 4343, 4681]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9946026809817379, 0.9934652178431611, 0.9871418213997599, 0.9760387879331138, 0.9754727351175837, 0.9504573068151585, 0.912350555438848, 0.8383994363185558, 0.723941209091775, 0.694525198710678]"
887,"[8260, 6632, 4394, 8639, 73, 213, 2119, 5229, 4336, 1631]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9981924788963126, 0.9915862089407966, 0.9871646885623555, 0.9876054380632584, 0.9869500002301284, 0.9819641471974094, 0.9727663591817105, 0.9423831818238833, 0.9244402439985906, 0.9149328682071443]"
888,"[2266, 2938, 9976, 9212, 2871, 223, 5521, 9662, 9354, 3016]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.984476711331957, 0.9515531817974343, 0.9048813083821546, 0.8647407977569033, 0.7911174596797574, 0.7945482890654274, 0.7550232778936271, 0.6955019806354594, 0.6535902813066656, 0.5929620013445586]"
889,"[1885, 7292, 4142, 160, 420, 1798, 3254, 4455, 4536, 4306]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9964188566995416, 0.9886659042095165, 0.9692797598943359, 0.9315679368797518, 0.9119164215354385, 0.8825718317918052, 0.823704156886064, 0.7821256664966545, 0.7496515620682797, 0.7054195922278255]"
890,"[2977, 8684, 3632, 965, 7695, 7643, 4031, 7060, 9350, 1872]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9951920238498835, 0.9892001765273745, 0.9803580713278088, 0.9814462446210178, 0.9730367064110061, 0.9611935273274055, 0.9355413862891753, 0.9141477235587467, 0.8946316575722317, 0.8448098089762033]"
891,"[1028, 661, 6558, 9341, 3965, 8139, 3268, 2017, 1935, 2350]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969958864084473, 0.9843711106889941, 0.9755323063026557, 0.9564169170231096, 0.921656933055878, 0.9233141763425892, 0.9023056754874663, 0.8680167745364737, 0.8123097907494472, 0.8036700785659907]"
892,"[3539, 2290, 8110, 1430, 9134, 8793, 3428, 2556, 1456, 4966]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.999397728102205, 0.9852016639708084, 0.9354184838625248, 0.8612180856851346, 0.7950274512700342, 0.7216176715979149, 0.6871291405393487, 0.6475787234895484, 0.5849295749695337, 0.5160450235804079]"
893,"[7093, 1668, 1497, 2251, 4132, 5035, 2562, 5366, 630, 7309]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9999942032854299, 0.9969508748428444, 0.9900494203045341, 0.9676075831037554, 0.964487926476304, 0.9554319019084072, 0.928914507340594, 0.9116749298577034, 0.8634348105691569, 0.8035781589120947]"
894,"[961, 8361, 6278, 2760, 2028, 5704, 4997, 2750, 367, 4931]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9951948839801351, 0.9726640273724678, 0.955817605920082, 0.9219591701782235, 0.8859536089031927, 0.8548394366252356, 0.8202884746085135, 0.8002876052509608, 0.711509975170043, 0.6743402644190132]"
895,"[5467, 6786, 658, 9186, 9124, 6691, 232, 3325, 2119, 1558]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9897976045986945, 0.9755634921171227, 0.976671577982083, 0.9688312275097397, 0.9339506909519748, 0.8564303456642817, 0.8247576255713079, 0.6714312480743384, 0.6518065602985339, 0.5855795306594448]"
896,"[7337, 5382, 517, 4849, 5955, 944, 4016, 3107, 3024, 6844]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9975938133881295, 0.9898435703465036, 0.9793294338380685, 0.9518695126601255, 0.9431779049038992, 0.9339873183897249, 0.9003262198763988, 0.8462165316337611, 0.720973398195504, 0.6184304081549711]"
897,"[5482, 9861, 1149, 5267, 7084, 7854, 5396, 1287, 8013, 4977]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9970016241013142, 0.9896122010412232, 0.9751028405922437, 0.958118683405964, 0.9023190676046864, 0.8516540852768546, 0.7990212139360531, 0.7600835277449551, 0.7026658357054443, 0.6694062041375458]"
898,"[8715, 5245, 3251, 8514, 4842, 1249, 9591, 5857, 3060, 2864]","[1, 1, 1, 1, -1, 1, -1, 1, 1, 1]","[1.0, 0.9892119529004431, 0.9891187029130565, 0.9769720809159517, 0.9671019355204269, 0.8892591683008807, 0.8505904680583632, 0.14222359051440353, 0.1824069527660277, 0.2593166663861998, 0.27511931349338836]"
899,"[4358, 8740, 6786, 7560, 16, 4555, 1027, 4708, 2626, 9846]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9969915414908641, 0.9987720425412263, 0.9938129303923477, 0.9877467062651006, 0.9817848194282556, 0.9755659670395078, 0.9738221809740544, 0.9566637399257043, 0.9440443311577208, 0.9053856229505488]"
900,"[4369, 396, 2114, 2427, 9034, 5471, 2841, 7857, 2077, 1869]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9880168920086565, 0.9631183883292301, 0.9592304144274375, 0.9504096758282585, 0.9348795792559002, 0.8941226542965907, 0.8356157637118369, 0.7616535504433808, 0.7282157880844963, 0.7342299486324149]"
901,"[4964, 111, 119, 2346, 7862, 6443, 4071, 7472, 7729, 613]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.994634461319799, 0.9821821368354284, 0.9234990281122445, 0.8968973910996103, 0.8510104271692738, 0.8134928299839382, 0.78961684573315, 0.7367527229728634, 0.7119376314727032, 0.6560595109465405]"
902,"[5615, 9303, 4264, 1422, 8, 5790, 7600, 8657, 8169, 7297]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9933288643496003, 0.9736826426235978, 0.9573088386784915, 0.9363377794816591, 0.9067733397305302, 0.904621856121041, 0.8799555727172097, 0.7961412036448604, 0.7010175861673061, 0.6231077990800181]"
903,"[8973, 9009, 8588, 8022, 7533, 616, 8637, 1142, 6858, 6746]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987990452351438, 0.987492457467249, 0.9561827282749001, 0.9520460557782124, 0.8865036233188284, 0.8176989744817881, 0.7779992366349399, 0.7520696272078287, 0.6920643175189497, 0.5939773361276462]"
904,"[7318, 6486, 5767, 8369, 664, 3199, 898, 3706, 3071, 4377]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9898088908119465, 0.9700515211305965, 0.945507800241931, 0.9136970974773926, 0.913697097474526, 0.8884672884527285, 0.8461586055622612, 0.7965861453784554, 0.7360355681245428, 0.7212514680499369]"
905,"[7597, 6826, 3445, 4725, 8922, 1617, 3305, 3691, 4259, 3398]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9939853489575299, 0.9850587653875645, 0.9685025165341685, 0.960108212888547, 0.9246829602326088, 0.90349248928286, 0.8374558016486611, 0.22868431224677416, 0.24484031546337126, 0.30084023092895706]"
906,"[3886, 2142, 8526, 4719, 4476, 9094, 5599, 3346, 3914, 6982]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9964269892160975, 0.9839858318900798, 0.9710758186738466, 0.9509404212255099, 0.9263690443509742, 0.8839652312072193, 0.8806941458658308, 0.7851797298179909, 0.7278871921732821, 0.6913888957396497]"
907,"[7923, 5774, 6444, 4244, 6673, 2571, 862, 9642, 2185, 2492]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9976196985102276, 0.9827497193480125, 0.9760249082945968, 0.9702435766551377, 0.04930312772531703, 0.07233571610952755, 0.15049679218870687, 0.14954115314212152, 0.17636182143691603, 0.2404976399096217]"
908,"[3237, 1431, 3225, 9690, 130, 1367, 7700, 7961, 6525, 6471]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961816680233, 0.9917279284645919, 0.9895379598019485, 0.9601267923956873, 0.9228331598783297, 0.9029050110458223, 0.8658499811905114, 0.8303050757035373, 0.7620818804668626, 0.6931701520692847]"
909,"[451, 694, 5836, 3796, 6008, 502, 4821, 7040, 7065, 3275]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9898320172123736, 0.9794056071707571, 0.9475538475872811, 0.9326215492495498, 0.9088391875920482, 0.8813425214302384, 0.8355690999457004, 0.7784061896403351, 0.7502974328830319, 0.6701123292133766]"
910,"[7087, 6676, 154, 1108, 1782, 2459, 4637, 6443, 6290, 8630]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9946787671964838, 0.990009890280256, 0.9748778602568723, 0.9623063837666499, 0.9416619670587454, 0.9098860894757652, 0.8621729256028937, 0.8345436889672346, 0.7935393062293616, 0.761034997907104]"
911,"[9777, 1875, 3496, 1191, 4004, 3543, 8730, 3374, 6082, 5240]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961816679958, 0.9921636638479496, 0.9866760475427405, 0.9636197984961672, 0.9588952338325059, 0.9439095204550028, 0.9183423313423165, 0.8888178003956271, 0.8546942383209793, 0.823068511141243]"
912,"[7905, 3487, 2679, 1923, 2812, 2539, 1354, 9013, 1891, 7203]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9938747014136783, 0.9875714808207534, 0.9795725115072407, 0.9516369031408449, 0.943205903321267, 0.926426210093079, 0.9128479862250937, 0.8631677759996714, 0.8045016742596294, 0.7557424310096796]"
913,"[9657, 3763, 6501, 4485, 8195, 9420, 6441, 6534, 5881, 5350]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9963856815281333, 0.9945058437448099, 0.9821413380071387, 0.9706853432535045, 0.9538509221215905, 0.9495693419399374, 0.919630955001429, 0.8871710802154298, 0.8640824126241331, 0.821110828782467]"
914,"[6116, 8998, 212, 6976, 9909, 9894, 405, 209, 2727, 9098]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.989211952902009, 0.9739141245368681, 0.9721459295979875, 0.9592860755120955, 0.9028892745063926, 0.8388278677505676, 0.7520015123268431, 0.7064321939608569, 0.6629558581293373, 0.6437478912414121]"
915,"[7285, 7290, 2011, 8233, 5446, 7568, 2365, 5885, 9903, 484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9934176727843567, 0.9893238492203167, 0.9760103971632793, 0.9676743050879846, 0.8998517464141491, 0.8703808130643147, 0.7596717079165491, 0.6689511191478499, 0.6232034599655787, 0.5980035575916613]"
916,"[6269, 1747, 1484, 7287, 9155, 9892, 1785, 205, 8913, 2340]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9939925017680348, 0.989689105644737, 0.9660932845050331, 0.9621353915042132, 0.9513051691868442, 0.8823786452374817, 0.8679356786658148, 0.8254826837463263, 0.8187754164778143, 0.7711190687679694]"
917,"[5876, 5935, 7325, 6998, 1683, 7587, 7853, 1815, 5350, 5479]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987737195534534, 0.9992700794173741, 0.9903900107264487, 0.9687227492136967, 0.9672667838163402, 0.9611116956753245, 0.9286502427554613, 0.8598842866655028, 0.7950381401353588, 0.7195017376806421]"
918,"[4218, 9019, 1473, 677, 2927, 7967, 4990, 8714, 9870, 8874]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.993751449444737, 0.9504753020858008, 0.9371983382953091, 0.9261058176176717, 0.9136016736856218, 0.8795533425084112, 0.8404795068560582, 0.7820611191479565, 0.7345757421099358, 0.6870034670201541]"
919,"[7300, 559, 5796, 3261, 4005, 9634, 893, 6219, 2967, 7776]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9975938133878128, 0.9849511586105304, 0.9404267667106938, 0.9132681066961701, 0.8564186296786658, 0.8552174086258926, 0.8278075964340192, 0.7891894286915491, 0.7408737951013833, 0.7142139343406777]"
920,"[1952, 2077, 7048, 2363, 4617, 4097, 883, 4897, 4517, 8989]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9891522140884867, 0.9749051013023121, 0.9649637132944394, 0.9513928560126157, 0.9426474124284319, 0.91399808363721, 0.8655587967980122, 0.8319270674990528, 0.7670143231342736, 0.7209016003619542]"
921,"[9318, 7584, 4229, 4940, 4475, 5136, 7560, 1783, 1701, 7869]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9850242885336215, 0.9619843721853474, 0.9289772811395838, 0.8999613341963899, 0.8917972773960514, 0.8632403616809036, 0.8468865390373033, 0.7776460554401783, 0.7351289358202093, 0.6528762113783675]"
922,"[4771, 2167, 1681, 953, 1008, 3359, 8983, 7905, 3774, 6088]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9846221612477507, 0.9377937294812093, 0.9439760976250909, 0.930449346762604, 0.9028969561087676, 0.9081865044524077, 0.882347528090424, 0.8197867816259228, 0.7512517456463201, 0.7098302447479758]"
923,"[5810, 7383, 6211, 131, 6682, 3242, 6542, 7896, 3743, 1615]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9898093121469176, 0.9826938908114078, 0.97712615602042, 0.951886800098326, 0.9292949000923362, 0.9129959626966782, 0.8571580240250476, 0.8429052164025316, 0.8251746247601501, 0.8083959913364145]"
924,"[2930, 2172, 4665, 181, 8147, 5275, 2935, 6477, 839, 1821]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969944398479038, 0.9963339042311492, 0.9820053992627384, 0.9394291713271783, 0.8516395545774831, 0.8107261941788105, 0.7900247552007091, 0.76047090078685, 0.6394794928867159, 0.5871083370283035]"
925,"[5180, 3584, 1030, 1942, 3342, 3951, 2908, 5533, 6010, 4394]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.990408548881976, 0.9837636237132277, 0.9837405193446949, 0.9452634343435289, 0.92818090605623, 0.9040227325446497, 0.8972842073046672, 0.8610421414096154, 0.7944529208295913, 0.7508559613856343]"
926,"[7766, 7106, 8815, 2213, 5716, 7793, 1061, 9666, 817, 6373]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9820886658835175, 0.97564627350783, 0.9599220294559724, 0.9249702996343498, 0.9262944437635219, 0.8990619911549014, 0.8668955749506457, 0.8591426128936954, 0.8253828912480875, 0.8133462182387392]"
927,"[2109, 1050, 359, 1599, 71, 2461, 2121, 4095, 7850, 7543]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945753783075738, 0.9778370900220664, 0.9778370900222599, 0.9113636070957766, 0.837722343957154, 0.7160419116253356, 0.6876545410426715, 0.6383663064108127, 0.5877333236371528, 0.5324854108477133]"
928,"[6253, 5018, 8519, 560, 2533, 4273, 8434, 7919, 5340, 5919]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9892119529015592, 0.9746708461072161, 0.9644445727275327, 0.9277359847563367, 0.8986644385937983, 0.897534262571332, 0.8910411168395864, 0.8591739896872743, 0.8037905128901683, 0.8025107782575247]"
929,"[7196, 2501, 5455, 35, 9136, 6213, 3256, 8165, 5842, 3074]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9915820278202597, 0.9749344962430596, 0.94955143134197, 0.9404807996257838, 0.8871846894254727, 0.8705106442191076, 0.8091265882348173, 0.7765452514306224, 0.6977656499853329, 0.6541943086458927]"
930,"[7596, 1758, 7292, 5040, 5036, 3991, 3200, 9032, 9147, 5827]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9892561913814207, 0.9828099052029649, 0.9645204417873903, 0.9448695120388757, 0.9171856688498461, 0.8876898829323516, 0.8670357686791754, 0.849799052027867, 0.7884563032018832, 0.7748989515379254]"
931,"[3771, 6424, 4061, 9379, 5425, 2828, 1257, 9066, 9538, 2055]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9975967169052127, 0.9945644220025972, 0.9614306862870106, 0.9394171825975359, 0.8877100483624342, 0.8370541225462989, 0.8126423333283745, 0.7280179136884964, 0.6860614087123066, 0.6273074078337768]"
932,"[862, 7175, 3002, 7769, 3076, 8432, 7682, 6755, 8333, 8941]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9838968347569802, 0.9702591627079336, 0.9278782584932213, 0.8886474136168672, 0.8041042434317147, 0.7237639473853883, 0.6966038572624237, 0.6193804227928782, 0.5843446912999585, 0.5110631215322435]"
933,"[7188, 3977, 115, 6446, 2736, 1402, 4421, 6011, 3594, 7192]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9915964586044062, 0.979703867060445, 0.961717719302843, 0.9277782111808485, 0.9164467349368872, 0.8745645200555487, 0.8521242448519846, 0.7985924470620374, 0.6498051234446609, 0.6425476780451961]"
934,"[5788, 4856, 2471, 5803, 3518, 9544, 146, 4109, 5197, 8871]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987903989100633, 0.993966653994564, 0.9879651607454872, 0.9831270960946449, 0.9756985425997018, 0.9594355590118469, 0.9109485579816657, 0.8673926366831861, 0.8109841140262412, 0.754618777196006]"
935,"[9917, 8323, 837, 5549, 8354, 3256, 5123, 4807, 8757, 2767]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9969944398484925, 0.9850283143121389, 0.9708382087892256, 0.9279013047191988, 0.926822483661604, 0.8923850835087668, 0.8594813799556675, 0.8603792274608901, 0.8429020441155387, 0.7693185099858821]"
936,"[7681, 799, 3474, 4050, 4502, 5176, 4377, 9539, 6397, 8987]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281022868, 0.984335445440698, 0.9748428934664422, 0.9553018008076516, 0.9546760660937741, 0.9332146453312333, 0.9211989792284161, 0.8986974636483639, 0.8823349016652704, 0.8632023333661667]"
937,"[3341, 2731, 7012, 9565, 1208, 9863, 3177, 1372, 8854, 9887]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9892234115127029, 0.9850920473416495, 0.9836189193291427, 0.983300870227714, 0.9729749394207022, 0.9505046910975656, 0.9028367860989885, 0.8624396972537951, 0.8176409153315867, 0.7769701155359758]"
938,"[2848, 2731, 1305, 3207, 7700, 88, 9017, 2889, 3405, 2996]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9999999999999163, 0.9981692391010007, 0.995885944015477, 0.9839036823429939, 0.9667119117877254, 0.9668355132021071, 0.9444534219500911, 0.9083696746672701, 0.8755712354175548, 0.8556200118312618]"
939,"[4469, 117, 2619, 4266, 2778, 9147, 1915, 8861, 3328, 6576]","[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9933974661667933, 0.9754297455259542, 0.9309391403786669, 0.9042737910422403, 0.8859684613483225, 0.820982794502193, 0.7804505464931617, 0.6946059583911514, 0.6816562019509815, 0.6472049865968381]"
940,"[6955, 8515, 8552, 2514, 4518, 2121, 6326, 3543, 5540, 5331]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961817319209, 0.975483190298448, 0.9618700445265304, 0.9454963484564292, 0.9238093244383696, 0.9058500858622749, 0.8789956954124516, 0.8567014519617147, 0.8069389051833685, 0.800842216086235]"
941,"[5154, 7871, 9418, 2248, 8374, 9944, 4941, 2838, 7397, 4639]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9946235847661681, 0.9837920050724844, 0.9612830467214768, 0.9304919800216727, 0.8429286822246775, 0.8114226652599654, 0.7548391482158896, 0.7413079501848219, 0.6867949549562011, 0.5726329403400019]"
942,"[9346, 2067, 9866, 8364, 9640, 8280, 2271, 1395, 4681, 8174]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987874843333331, 0.9824509203257065, 0.9559038666206513, 0.9335959180764198, 0.9282699363596714, 0.8744408222673217, 0.8246372249610618, 0.7710016255105869, 0.7498091226426179, 0.733829198643507]"
943,"[7511, 4246, 1207, 4113, 6927, 4745, 751, 1334, 6944, 4311]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9891891129006215, 0.9821061071912164, 0.9571080704733774, 0.9328667110524205, 0.8956219873961022, 0.8613585840152205, 0.8040565187379498, 0.7876743769568076, 0.756248712386792, 0.6850706530831088]"
